0,1,2,3
Ehteshamzadeh Majid,Bahja Mohammad,3:0,1:0
Khatiyon Mohsen,Ehteshamzadeh Majid,3:0,1:0
Farghadani Mohammad,Tohmaz Hussein,3:0,1:0
Nobakht Naem,Tohmaz Hussein,3:0,1:0
Farghadani Mohammad,Nobakht Naem,3:0,1:0
Molarajabi Alireza,Aliyev Sanan,3:0,1:0
Basht Bavi Hamed,Aliyev Sanan,3:0,1:0
Molarajabi Alireza,Basht Bavi Hamed,3:0,1:0
Shetty Sanil,Sohrabi Emad,3:0,1:0
Sohrabi Emad,Damiri Shodi,3:0,1:0
Shetty Sanil,Damiri Shodi,3:0,1:0
Miralmasi Amin,Jami Abdul,3:0,1:0
Seddigh Amirhossein,Jami Abdul,3:0,1:0
Miralmasi Amin,Seddigh Amirhossein,3:0,1:0
Sarbakhshian Shahram,Afanasenka Siarhei,3:0,1:1
Sarbakhshian Shahram,Bashiri Mohammad,3:0,1:0
Bashiri Mohammad,Afanasenka Siarhei,3:0,1:0
Taherkhani Hamidreza,Sultonov Ubaydullo,3:0,1:0
Galehdari Ali,Sultonov Ubaydullo,3:0,1:0
Taherkhani Hamidreza,Galehdari Ali,3:0,1:0
Shajirati Shaker,Farhadi Nima,3:0,1:0
Farhadi Nima,Khawadi Aminullah,3:0,1:0
Shajirati Shaker,Khawadi Aminullah,3:0,1:0
Lotfollah Nasabi Midya,Paknezhad Poyan,3:0,1:0
Paknezhad Poyan,Selim Heidar,3:0,1:0
Lotfollah Nasabi Midya,Selim Heidar,3:0,1:0
Yarashenka Vadim,Jasim Hekmat Shafeeq,3:0,1:0
Hasanov Hilal,Jasim Hekmat Shafeeq,3:0,1:0
Yarashenka Vadim,Hasanov Hilal,3:0,1:0
Norouzi Peyman,Hosseini Sajad,3:0,1:0
Desai Harmeet,Taherkhani Hamidreza,3:0,2:0
Boujarian Mohammad,Nagy Krisztian,3:0,1:0
Musko Peter,Rizband Mahmood,3:0,1:0
Malmiri Vahed,Ebrahimi Kasgamijani Saman,3:0,2:0
Cheaib Dauud,Maleki Shayan,3:0,1:0
Nemati Mohammed Reza,Akhlaghpasand Mohammadreza,3:0,1:0
Ghosh Soumyajit,Hajiei Arman,3:0,1:0
Ahmadifar Aref,Shajirati Shaker,3:0,1:0
Ahadi Mehran,Khatiyon Mohsen,3:0,1:0
Alamian Nima,Yarashenka Vadim,3:0,2:0
Noroozi Afshin,Farghadani Mohammad,3:0,1:0
Shetty Sanil,Molarajabi Alireza,3:0,2:0
Lotfollah Nasabi Midya,Miralmasi Amin,3:0,1:0
Jakab Janos,Sarbakhshian Shahram,3:0,2:0
Alamiyan Noshad,Norouzi Peyman,3:0,1:0
Desai Harmeet,Boujarian Mohammad,3:0,1:0
Musko Peter,Malmiri Vahed,3:0,1:0
Cheaib Dauud,Nemati Mohammed Reza,3:0,1:0
Ghosh Soumyajit,Ahmadifar Aref,3:0,1:0
Alamian Nima,Ahadi Mehran,3:0,1:0
Shetty Sanil,Noroozi Afshin,3:0,1:4
Jakab Janos,Lotfollah Nasabi Midya,3:0,1:0
Desai Harmeet,Alamiyan Noshad,3:0,1:3
Musko Peter,Cheaib Dauud,3:0,1:0
Ghosh Soumyajit,Alamian Nima,3:0,6:0
Jakab Janos,Shetty Sanil,3:0,1:0
Desai Harmeet,Musko Peter,3:0,1:1
Ghosh Soumyajit,Jakab Janos,3:0,2:0
Desai Harmeet,Ghosh Soumyajit,3:0,5:6
Paikov Mikhail,Kim Minseok,2:4,0:1
Chan Kazuhiro,Tan Ruiwu,0:4,0:1
Nordberg Hampus,Matsudaira Kenta,4:3,1:1
Chen Chien-An,Lakeev Vasily,4:3,2:0
Xu Xin,Kim Minseok,4:1,5:0
Tan Ruiwu,Joo Saehyuk,3:4,0:3
Ryu Seungmin,Nordberg Hampus,4:2,1:0
Niwa Koki,Ma Lin,2:4,0:3
Chuang Chih-Yuan,Jiang Tianyi,4:0,9:1
Lee Jungwoo,Gao Ning,1:4,1:1
Oh Sangeun,Zhan Jian,3:4,1:2
Chen Chien-An,Wang Hao,2:4,0:2
Xu Xin,Joo Saehyuk,4:0,5:0
Ryu Seungmin,Ma Lin,1:4,2:14
Chuang Chih-Yuan,Gao Ning,4:3,2:4
Zhan Jian,Wang Hao,1:4,0:3
Xu Xin,Ma Lin,4:1,5:2
Chuang Chih-Yuan,Wang Hao,2:4,2:14
Xu Xin,Wang Hao,4:0,3:3
Doherty Sean,Sopeleu Anton,3:0,1:1
Loso Sebastian,Nyberg Jan,3:0,1:0
Swartenbrouckx Gaetan,Schreiner Florian,3:0,1:1
Pfeffer Simon,Polozov Sergey,3:0,1:0
Oostwouder Ewout,O'connell Daniel,3:0,1:0
Krastev Petyo,Flaglien Espen,3:0,1:0
Ruiz Romain,Kouriltchik Nikita,3:0,1:0
Landrieu Andrea,Melkuev Semen,3:0,1:0
Leitgeb Stefan,Mustonen Aleksi,3:0,1:0
Afanasenka Siarhei,Efroykin Maxim,3:0,1:1
Savelev Sergei,Roman Sebastian,3:0,1:0
Barabanov Kiryl,Oconnor Miikka,3:0,1:0
Ter Luun Casper,Ivanov Nikita,3:0,1:0
Soine Samuli,Merz Philip,3:0,1:0
Kantola Roni,Hageraats Koen,3:0,1:0
Kantola Roope,Johansen Jorgen,3:0,1:0
Novota Samuel,Zatrepalek Michal,3:0,1:0
Stulii Maksim,Ruohonen Sami,3:0,1:0
Tennila Otto,Kuperberg Elad,3:0,1:0
Bucys Marius,Shamruk Gleb,3:0,1:0
Gauzy Paul,Rantatulkkila Emil,3:0,2:0
Lambiet Florent,Kodjabashev Denislav,3:0,2:0
Manturov Sergei,Sarsembayev Dias,3:0,1:0
Hedlund Jesper,Bernhard Denis,3:0,1:0
Weber Lionel,Rementov Grigorii,3:0,1:0
Luginger Christian,Autio Riku,3:0,1:0
Ort Kilian,Ivchenko Vitalii,3:0,1:0
Akkuzu Can,Lundstrom Thomas,3:0,1:0
Yarashenka Vadim,Murphy John,3:0,1:0
Khatchanov Martin,Domeika Arnoldas,3:0,1:0
Tcybin Andrei,Myllarinen Markus,3:0,2:0
Khripunenko Pavel,Kurylchyk Siarhei,3:0,1:0
Tromer Laurens,Waerstad Marcus,3:0,2:0
Lindholm Eskil,Robinson Ashley,3:0,3:0
Ronneberg Lars,Lebedev Maxim,3:0,1:0
Andreev Yavor,Howieson Craig,3:0,1:0
Gommers Rajko,Palamarchuk Vladislav,3:0,1:0
Nielsen Claus,Laane Lauri,3:0,1:0
Pryshchepa Ievgen,Doherty Sean,3:0,2:0
Loso Sebastian,Swartenbrouckx Gaetan,3:0,1:0
Tran Anthony,Pfeffer Simon,3:0,1:0
Merzlikin Taras,Oostwouder Ewout,3:0,1:0
Ronneberg Espen,Krastev Petyo,3:0,2:0
Ruiz Romain,Obidin Viacheslav,3:0,1:0
Landrieu Andrea,Leitgeb Stefan,3:0,1:1
Soderlund Hampus,Afanasenka Siarhei,3:0,1:0
Brossier Benjamin,Savelev Sergei,3:0,1:0
Barabanov Kiryl,Ter Luun Casper,3:0,3:1
Soine Samuli,Cassin Alexandre,3:0,1:0
Baibuldin Andrei,Kantola Roni,3:0,1:0
Bouloussa Mehdi,Main Calum,3:0,1:0
Sandell Mats,Kantola Roope,3:0,1:0
Novota Samuel,Stulii Maksim,3:0,1:0
Olivares Felipe,Tennila Otto,3:0,1:0
Kovac Borna,Bucys Marius,3:0,1:0
Gauzy Paul,Lambiet Florent,3:0,2:0
Udra Alfredas,Manturov Sergei,3:0,1:0
Rasmussen Morten,Hedlund Jesper,3:0,1:0
Brodd Viktor,Weber Lionel,3:0,1:0
Qiu Dang,Luginger Christian,3:0,1:0
Akkuzu Can,Ort Kilian,3:0,5:0
Ben Ari Omri,Yarashenka Vadim,3:0,1:0
Robinot Alexandre,Khatchanov Martin,3:0,1:0
Tcybin Andrei,Khripunenko Pavel,3:0,1:0
Plattner Dominique,Tromer Laurens,3:0,1:0
Arvidsson Simon,Lindholm Eskil,3:0,1:0
Bratchenko Sergei,Ronneberg Lars,3:0,1:0
Idowu Saheed,Maltcev Aleksandr,3:0,1:0
Gommers Rajko,Andreev Yavor,3:0,1:0
Olah Benedek,Nielsen Claus,3:0,1:0
Pryshchepa Ievgen,Loso Sebastian,3:0,1:0
Tran Anthony,Merzlikin Taras,3:0,2:0
Ronneberg Espen,Ruiz Romain,3:0,1:0
Soderlund Hampus,Landrieu Andrea,3:0,2:2
Brossier Benjamin,Barabanov Kiryl,3:0,2:0
Baibuldin Andrei,Soine Samuli,3:0,1:0
Bouloussa Mehdi,Sandell Mats,3:0,1:1
Olivares Felipe,Novota Samuel,3:0,1:1
Kovac Borna,Gauzy Paul,3:0,1:0
Rasmussen Morten,Udra Alfredas,3:0,1:0
Brodd Viktor,Qiu Dang,3:0,1:0
Akkuzu Can,Ben Ari Omri,3:0,1:0
Robinot Alexandre,Tcybin Andrei,3:0,1:0
Arvidsson Simon,Plattner Dominique,3:0,2:0
Idowu Saheed,Bratchenko Sergei,3:0,1:0
Olah Benedek,Gommers Rajko,3:0,1:0
Pryshchepa Ievgen,Tran Anthony,3:0,1:0
Ronneberg Espen,Soderlund Hampus,3:0,1:2
Brossier Benjamin,Baibuldin Andrei,3:0,1:0
Bouloussa Mehdi,Olivares Felipe,3:0,1:0
Kovac Borna,Rasmussen Morten,3:0,1:1
Brodd Viktor,Akkuzu Can,3:0,1:0
Arvidsson Simon,Robinot Alexandre,3:0,1:0
Olah Benedek,Idowu Saheed,3:0,1:0
Ronneberg Espen,Pryshchepa Ievgen,3:0,1:0
Bouloussa Mehdi,Brossier Benjamin,3:0,2:2
Brodd Viktor,Kovac Borna,3:0,1:0
Arvidsson Simon,Olah Benedek,3:0,1:2
Ronneberg Espen,Bouloussa Mehdi,3:0,1:0
Brodd Viktor,Arvidsson Simon,3:0,2:0
Larifi Hisham,Ngwe Nikeng Emmanuel,0:4,1:1
Shouman Mohamed,Lingeveldt Kurt,4:1,1:0
Ntandou Stellin,Amedee Amatey,4:0,1:0
Reda Amr,Agbetoglo Mawussi,0:4,0:1
Al-Bashty Moenes,Belkadi Aissa,1:4,0:1
Mathole Terrence,Assar Khalid,0:4,0:2
Abushuwashi Adir,Nativel Jonathan,1:4,0:1
Kherouf Sami,Gueye Mohamed,4:1,1:0
Amedee Amah,Ali Kanate,0:4,0:1
Houdji Zinsou,Sonbol Islam,1:4,0:1
Alhenaish Mohamed,Nadim Ahmed,0:4,0:1
Cogill Theo,Mohed Osama,4:0,1:0
Nikwango Alex Gildas,Elhebshi Mohamed,4:3,1:0
Bienatiki Christ,Elsobky Mohamed,0:4,0:1
Bedair Omar,Sow Hamidou,4:0,1:0
Oba Don Ange Cedric,Lingeveldt Keegan,2:4,0:1
Fanny Kokou Dodji,Ringui Anthony,4:0,1:0
Saleh Ahmed,Ngwe Nikeng Emmanuel,4:0,2:0
Shouman Mohamed,Ntandou Stellin,4:0,1:0
Khourta Idir,Dago Thierry,4:0,1:0
Agbetoglo Mawussi,Tirselt Mounaim,0:4,0:2
Saka Suraju,Lashin Aly,3:4,0:1
Belkadi Aissa,Assar Khalid,1:4,0:1
Nativel Jonathan,Kherouf Sami,3:4,1:2
Ali Kanate,Assar Omar,0:4,0:1
Idowu Saheed,Sonbol Islam,4:3,1:0
Bouriah Larbi,Cogill Theo,4:0,3:0
Ndiaye Elhadji,El-Beiali Mohamed,0:4,0:1
Boudjadja Mohamed Sofiene,Al-Shawesh Wasim,4:0,1:0
Nikwango Alex Gildas,Elsobky Mohamed,1:4,0:1
Bedair Omar,Lingeveldt Keegan,4:0,2:0
Fanny Kokou Dodji,Lashin El-Sayed,0:4,0:1
Saleh Ahmed,Shouman Mohamed,3:4,0:1
Khourta Idir,Tirselt Mounaim,4:2,1:0
Lashin Aly,Assar Khalid,3:4,0:1
Kherouf Sami,Assar Omar,0:4,0:4
Idowu Saheed,Nadim Ahmed,3:4,0:1
Bouriah Larbi,El-Beiali Mohamed,0:4,0:2
Boudjadja Mohamed Sofiene,Elsobky Mohamed,1:4,0:1
Bedair Omar,Lashin El-Sayed,0:4,0:1
Shouman Mohamed,Khourta Idir,4:1,1:0
Assar Khalid,Assar Omar,2:4,0:2
Nadim Ahmed,El-Beiali Mohamed,4:2,1:0
Elsobky Mohamed,Lashin El-Sayed,0:4,0:1
Shouman Mohamed,Assar Omar,0:4,0:1
Nadim Ahmed,Lashin El-Sayed,1:4,0:1
Assar Omar,Lashin El-Sayed,3:4,5:2
Wang Hao,Filimon Andrei,4:0,2:0
Karlsson Kristian,Wang Zengyi,2:4,0:2
Keinath Thomas,Tregler Tomas,4:2,2:0
Mengel Steffen,Matsudaira Kenta,0:4,1:3
Alamiyan Noshad,Sirucek Pavel,4:2,1:0
Fujimoto Kaito,Gauzy Simon,4:1,1:0
Bai He,Walther Ricardo,4:1,1:0
Ma Liang,Kishikawa Seiya,0:4,0:1
Chen Weixing,Platonov Pavel,4:1,4:0
Madrid Marcos,Huang Sheng-Sheng,2:4,0:1
Gorak Daniel,Nekhvedovich Vitaly,0:4,1:1
Hielscher Lars,Lebesson Emmanuel,4:3,1:0
Baum Patrick,Olejnik Martin,4:2,1:0
Duda Benedikt,Achanta Sharath Kamal,0:4,1:1
Such Bartosz,Baggaley Andrew,2:4,0:2
Zubcic Tomislav,Jiang Tianyi,2:4,0:1
Niwa Koki,Oversjo Mattias,4:0,2:0
Nordberg Hampus,Bobocica Mihai,1:4,0:2
Fejer-Konnerth Zoltan,Kosowski Jakub,3:4,0:2
Chiang Hung-Chieh,Li Hu,1:4,1:2
Chen Chien-An,Assar Omar,4:1,4:1
Salifou Abdel-Kader,Chen Feng,2:4,0:1
Muramatsu Yuto,Robinot Quentin,4:2,3:1
Vrablik Jiri,Zhan Jian,1:4,0:1
Freitas Marcos,Ueda Jin,3:4,1:1
Obeslo Michal,Zhou Yu,0:4,0:1
Filus Ruwen,Konecny Tomas,4:3,2:1
Yoshida Masaki,Monteiro Joao,4:0,1:0
Skachkov Kirill,Anthony Amalraj,4:0,1:2
Machi Asuka,Franziska Patrick,2:4,2:3
Prokopcov Dmitrij,Hirano Yuki,1:4,0:1
Wang Yang,Gao Ning,4:1,1:1
Wang Hao,Wang Zengyi,4:0,1:0
Keinath Thomas,Matsudaira Kenta,2:4,0:4
Alamiyan Noshad,Fujimoto Kaito,4:1,2:0
Bai He,Kishikawa Seiya,4:3,1:0
Chen Weixing,Huang Sheng-Sheng,4:0,3:0
Nekhvedovich Vitaly,Hielscher Lars,4:1,1:0
Baum Patrick,Achanta Sharath Kamal,3:4,0:2
Baggaley Andrew,Jiang Tianyi,1:4,0:1
Niwa Koki,Bobocica Mihai,0:4,0:1
Kosowski Jakub,Li Hu,1:4,0:1
Chen Chien-An,Chen Feng,1:4,3:3
Muramatsu Yuto,Zhan Jian,3:4,0:1
Ueda Jin,Zhou Yu,2:4,0:1
Filus Ruwen,Yoshida Masaki,4:3,2:1
Skachkov Kirill,Franziska Patrick,4:2,1:2
Hirano Yuki,Wang Yang,0:4,0:1
Wang Hao,Matsudaira Kenta,4:1,5:1
Alamiyan Noshad,Bai He,4:3,1:0
Chen Weixing,Nekhvedovich Vitaly,4:0,2:0
Achanta Sharath Kamal,Jiang Tianyi,3:4,1:3
Bobocica Mihai,Li Hu,0:4,0:2
Chen Feng,Zhan Jian,4:0,1:3
Zhou Yu,Filus Ruwen,4:2,1:0
Skachkov Kirill,Wang Yang,2:4,0:1
Wang Hao,Alamiyan Noshad,4:0,3:0
Chen Weixing,Jiang Tianyi,1:4,1:1
Li Hu,Chen Feng,2:4,1:2
Zhou Yu,Wang Yang,4:0,1:0
Wang Hao,Jiang Tianyi,4:0,4:1
Chen Feng,Zhou Yu,0:4,0:1
Wang Hao,Zhou Yu,4:1,1:0
Soderlund Hampus,Chang Shun-Hung,4:1,1:0
Ueda Jin,Chang Shun-Hung,4:0,2:0
Ueda Jin,Soderlund Hampus,4:1,1:0
Nagy Krisztian,Chodorski Piotr,4:0,1:1
Karlsson Kristian,Chodorski Piotr,4:2,3:1
Karlsson Kristian,Nagy Krisztian,4:2,1:0
Andersson Harald,Brossier Benjamin,2:4,0:1
Baggaley Andrew,Brossier Benjamin,4:2,1:0
Baggaley Andrew,Andersson Harald,4:3,1:0
Oversjo Mattias,Devos Robin,4:1,2:0
Pitchford Liam,Devos Robin,3:4,3:1
Pitchford Liam,Oversjo Mattias,4:2,1:1
Duda Benedikt,Pang Xue Jie,4:0,1:1
Kolarek Tomislav,Pang Xue Jie,4:3,1:0
Kolarek Tomislav,Duda Benedikt,0:4,0:2
Crepulja Bojan,Gnanasekaran Sathiyan,1:4,0:1
Machi Asuka,Gnanasekaran Sathiyan,4:2,1:2
Machi Asuka,Crepulja Bojan,4:0,3:0
Akerstrom Fabian,Kulpa Konrad,4:1,1:0
Robinot Quentin,Kulpa Konrad,4:2,2:0
Robinot Quentin,Akerstrom Fabian,4:0,1:0
Nordberg Hampus,Jost Frederick,4:2,1:0
Floras Robert,Jost Frederick,4:0,1:0
Floras Robert,Nordberg Hampus,0:4,1:1
Hindersson Mikkel,Sitak Andriy,4:0,1:0
Wang Yang,Sitak Andriy,4:0,1:0
Wang Yang,Hindersson Mikkel,4:1,1:0
Alamian Nima,Lu Po-Hsien,4:1,1:0
Konecny Tomas,Lu Po-Hsien,4:0,1:0
Konecny Tomas,Alamian Nima,4:1,1:0
Golebiowski Mateusz,Indeherberg Julien,4:2,2:0
Anthony Amalraj,Indeherberg Julien,3:4,0:1
Anthony Amalraj,Golebiowski Mateusz,4:1,1:0
Angles Enzo,Dyjas Jakub,4:2,1:0
Platonov Pavel,Dyjas Jakub,4:2,2:3
Platonov Pavel,Angles Enzo,4:2,1:0
Kleprlik Jakub,Chumakou Dmitry,1:4,0:1
Franziska Patrick,Citaku Linor,3:0,1:0
Tregler Tomas,Reed Daniel,3:0,1:0
Franziska Patrick,Tregler Tomas,3:0,1:0
Reed Daniel,Citaku Linor,3:0,1:0
Reed Daniel,Franziska Patrick,3:0,1:0
Tregler Tomas,Citaku Linor,3:0,1:0
Kuzmin Fedor,Band Joshua,3:0,1:0
Feng Xiaoquan,Zibrat Jan,3:0,1:0
Zibrat Jan,Kuzmin Fedor,3:0,1:1
Feng Xiaoquan,Band Joshua,3:0,2:0
Feng Xiaoquan,Kuzmin Fedor,3:0,1:0
Zibrat Jan,Band Joshua,3:0,1:0
Saive Jean-Michel,Gambina Andrew,3:0,1:0
Szocs Hunor,Katkov Ivan,3:0,3:0
Saive Jean-Michel,Szocs Hunor,3:0,1:0
Katkov Ivan,Gambina Andrew,3:0,1:0
Saive Jean-Michel,Katkov Ivan,3:0,1:0
Szocs Hunor,Gambina Andrew,3:0,2:0
Gerell Par,Magnusson Magnus K,3:0,1:0
Knight Darius,Sternberg Kasper,3:0,1:0
Gerell Par,Knight Darius,3:0,2:0
Sternberg Kasper,Magnusson Magnus K,3:0,1:0
Gerell Par,Sternberg Kasper,3:0,3:0
Knight Darius,Magnusson Magnus K,3:0,1:0
Zwickl Daniel,Prestreshi Ylli,3:0,1:0
Rumgay Gavin,Silva Andre,3:0,1:0
Zwickl Daniel,Rumgay Gavin,3:0,1:0
Silva Andre,Prestreshi Ylli,3:0,1:0
Zwickl Daniel,Silva Andre,3:0,1:1
Rumgay Gavin,Prestreshi Ylli,3:0,1:0
Didukh Oleksandr,Vannucci Marco,3:0,1:0
Golovanov Stanislav,Lorentz Romain,3:0,1:0
Golovanov Stanislav,Didukh Oleksandr,3:0,2:1
Lorentz Romain,Vannucci Marco,3:0,1:0
Lorentz Romain,Didukh Oleksandr,3:0,2:0
Golovanov Stanislav,Vannucci Marco,3:0,2:0
Bobocica Mihai,Berardi Mattia,3:0,1:0
Lagogiannis Konstantinos,Burov Viacheslav,3:0,1:1
Bobocica Mihai,Lagogiannis Konstantinos,3:0,2:0
Burov Viacheslav,Berardi Mattia,3:0,1:0
Burov Viacheslav,Bobocica Mihai,3:0,1:0
Lagogiannis Konstantinos,Berardi Mattia,3:0,1:0
Machado Carlos,Nielsen Claus,3:0,1:0
Duranspahic Admir,Vostes Yannick,3:0,1:1
Machado Carlos,Duranspahic Admir,3:0,1:0
Vostes Yannick,Nielsen Claus,3:0,1:0
Machado Carlos,Vostes Yannick,3:0,3:1
Duranspahic Admir,Nielsen Claus,3:0,1:0
Gorak Daniel,Shamruk Gleb,3:0,2:0
Pryshchepa Ievgen,Tugwell Finn,3:0,1:0
Gorak Daniel,Pryshchepa Ievgen,3:0,1:0
Tugwell Finn,Shamruk Gleb,3:0,1:0
Gorak Daniel,Tugwell Finn,3:0,1:0
Pryshchepa Ievgen,Shamruk Gleb,3:0,1:0
Zhmudenko Yaroslav,Lind Anders,3:0,1:0
Stoyanov Niagol,Nuytinck Cedric,3:0,5:1
Nuytinck Cedric,Zhmudenko Yaroslav,3:0,1:2
Stoyanov Niagol,Lind Anders,3:0,1:0
Zhmudenko Yaroslav,Stoyanov Niagol,3:0,3:0
Nuytinck Cedric,Lind Anders,3:0,3:0
Keinath Thomas,Skraban Dominik,3:0,1:0
Groth Jonathan,Jean Lauric,3:0,2:0
Keinath Thomas,Jean Lauric,3:0,2:1
Groth Jonathan,Skraban Dominik,3:0,1:0
Groth Jonathan,Keinath Thomas,3:0,1:0
Jean Lauric,Skraban Dominik,3:0,1:0
Burgis Matiss,Kantola Roope,3:0,1:0
Nagy Krisztian,Sereda Peter,3:0,1:0
Burgis Matiss,Nagy Krisztian,3:0,2:0
Sereda Peter,Kantola Roope,3:0,1:0
Burgis Matiss,Sereda Peter,3:0,3:1
Nagy Krisztian,Kantola Roope,3:0,1:0
Liventsov Alexey,Weber Lionel,3:0,1:0
Falck Mattias,Hindersson Mikkel,3:0,1:1
Liventsov Alexey,Hindersson Mikkel,3:0,1:0
Falck Mattias,Weber Lionel,3:0,1:0
Liventsov Alexey,Falck Mattias,3:0,2:0
Hindersson Mikkel,Weber Lionel,3:0,1:0
Bentsen Allan,Krastev Petyo,3:0,1:0
Jancarik Lubomir,Olah Benedek,3:0,1:0
Bentsen Allan,Olah Benedek,3:0,1:0
Jancarik Lubomir,Krastev Petyo,3:0,3:0
Jancarik Lubomir,Bentsen Allan,3:0,1:0
Olah Benedek,Krastev Petyo,3:0,1:0
Svensson Robert,Tauber Michael,3:0,1:0
Kosiba Daniel,Mikutis Tomas,3:0,2:0
Svensson Robert,Mikutis Tomas,3:0,1:0
Kosiba Daniel,Tauber Michael,3:0,1:0
Kosiba Daniel,Svensson Robert,3:0,2:0
Mikutis Tomas,Tauber Michael,3:0,2:0
Korbel Petr,Howieson Craig,3:0,1:0
Filimon Andrei,Rech Daldosso Marco,3:0,1:1
Korbel Petr,Rech Daldosso Marco,3:0,1:0
Filimon Andrei,Howieson Craig,3:0,1:0
Korbel Petr,Filimon Andrei,3:0,3:0
Rech Daldosso Marco,Howieson Craig,3:0,1:0
Paikov Mikhail,Novota Samuel,3:0,1:0
Sirucek Pavel,Yordanov Teodor,3:0,1:0
Paikov Mikhail,Yordanov Teodor,3:0,1:0
Sirucek Pavel,Novota Samuel,3:0,5:0
Nadim Ahmed,Ramadan Sayed,4:0,1:0
Nadim Ahmed,Hafez Hamed,4:0,1:0
Hafez Hamed,Ramadan Sayed,4:0,1:0
Gnanasekaran Sathiyan,Lashin Aly,4:2,1:0
Gnanasekaran Sathiyan,Nabil Mahmoud,4:1,1:0
Nabil Mahmoud,Lashin Aly,0:4,0:1
Elsobky Mohamed,Samy Ahmed,4:1,1:0
Elsobky Mohamed,Sonbol Shady,4:1,2:0
Sonbol Shady,Samy Ahmed,4:0,1:0
Bedair Omar,Abou-Elmagd Karim,4:1,1:0
Ramadan Karim,Band Joshua,4:0,1:0
Bedair Omar,Ramadan Karim,4:0,1:0
Abou-Elmagd Karim,Band Joshua,4:1,1:0
Bedair Omar,Band Joshua,4:0,1:0
Ramadan Karim,Abou-Elmagd Karim,3:4,0:1
Shouman Mohamed,Raafat Galal,4:2,1:0
Mohamed Abdel-Rahman,Kumar Jubin,1:4,0:1
Shouman Mohamed,Mohamed Abdel-Rahman,4:0,3:0
Raafat Galal,Kumar Jubin,1:4,0:1
Shouman Mohamed,Kumar Jubin,3:4,0:1
Novota Samuel,Zein Ahmed,4:0,1:0
Alaa Bassel,Sonbol Islam,0:4,0:1
Novota Samuel,Alaa Bassel,4:1,1:0
Zein Ahmed,Sonbol Islam,0:4,0:1
Novota Samuel,Sonbol Islam,1:4,0:1
Zaghloul Mahmoud,De Barros Ricardo,4:0,1:0
Magdy Shady,Sobhy Ashraf,2:4,0:1
Zaghloul Mahmoud,Magdy Shady,4:3,1:0
De Barros Ricardo,Sobhy Ashraf,1:4,0:1
Zaghloul Mahmoud,Sobhy Ashraf,4:3,1:0
Magdy Shady,De Barros Ricardo,4:0,1:0
Al-Hasan Salem,Hassan Adham,4:1,3:0
El-Shaarawy Karim,Al-Hasan Salem,4:2,3:0
El-Shaarawy Karim,Hassan Adham,4:0,1:0
Sobhy Ashraf,Kumar Jubin,2:4,0:1
Gnanasekaran Sathiyan,Abou-Elmagd Karim,4:0,1:0
Al-Hasan Salem,Elsobky Mohamed,2:4,0:1
Sonbol Islam,Hafez Hamed,4:1,1:0
Lashin Aly,Bedair Omar,4:1,2:0
El-Shaarawy Karim,Sonbol Shady,1:4,0:1
Zaghloul Mahmoud,Shouman Mohamed,1:4,0:2
Saleh Ahmed,Kumar Jubin,4:0,2:0
Gnanasekaran Sathiyan,El-Beiali Mohamed,0:4,0:1
Roy Soumyadeep,Elsobky Mohamed,3:4,0:1
Sonbol Islam,Al-Hasan Ibrahem,0:4,0:1
Lakeev Vasily,Lashin Aly,4:1,1:0
Sonbol Shady,Desai Harmeet,1:4,0:1
Shetty Sanil,Nadim Ahmed,0:4,0:2
Shouman Mohamed,Paikov Mikhail,1:4,0:1
Saleh Ahmed,El-Beiali Mohamed,4:3,3:2
Elsobky Mohamed,Al-Hasan Ibrahem,0:4,0:1
Lakeev Vasily,Desai Harmeet,4:3,1:0
Nadim Ahmed,Paikov Mikhail,1:4,0:1
Saleh Ahmed,Al-Hasan Ibrahem,4:3,2:0
Lakeev Vasily,Paikov Mikhail,4:0,2:0
Saleh Ahmed,Lakeev Vasily,3:4,0:1
Huang Sheng-Sheng,Schreiner Florian,4:2,1:0
Kovac Borna,Mohler Nicola,4:1,1:0
Angles Enzo,Bachstatter Joachim,4:1,1:0
Merchez Cedric,Le Breton Thomas,1:4,0:1
Lorentz Romain,Devos Robin,4:0,3:0
Brodd Viktor,Jean Lauric,3:4,1:1
Tornkvist Andreas,Weber Lionel,4:3,1:0
Berner Eric,Mengel Steffen,2:4,0:1
Salifou Abdel-Kader,Oversjo Mattias,3:4,1:1
Gauzy Paul,Nagy Krisztian,1:4,0:1
Nordberg Hampus,Duda Benedikt,3:4,0:1
Soderlund Hampus,Szymanski Filip,0:4,0:1
Vostes Yannick,Tran Anthony,4:1,1:0
Landrieu Andrea,Akerstrom Fabian,0:4,0:1
Nuytinck Cedric,Qiu Liang,3:4,0:1
Benes Michal,Robinot Quentin,1:4,0:1
Huang Sheng-Sheng,Kovac Borna,4:2,2:0
Angles Enzo,Le Breton Thomas,2:4,1:1
Lorentz Romain,Jean Lauric,4:2,2:4
Tornkvist Andreas,Mengel Steffen,2:4,0:2
Oversjo Mattias,Nagy Krisztian,4:1,1:0
Duda Benedikt,Szymanski Filip,1:4,0:1
Vostes Yannick,Akerstrom Fabian,4:1,1:0
Qiu Liang,Robinot Quentin,0:4,0:1
Huang Sheng-Sheng,Le Breton Thomas,4:1,2:0
Lorentz Romain,Mengel Steffen,1:4,0:3
Oversjo Mattias,Szymanski Filip,1:4,0:1
Vostes Yannick,Robinot Quentin,4:1,1:0
